PCP_PC,PCP_NC,PCP_NE,PCP_PO,PCP_NP,PCP_AL,PCP_CY,PCP_AR,PCP_AC,PCP_BS,PCP_NE_pH,PCP_HB,PCP_HL,PCP_NT,PCP_HX,PCP_SC,PCP_SS_HE,PCP_SS_ST,PCP_SS_CO,PCP_SA_BU,PCP_SA_EX,PCP_SA_IN,PCP_TN,PCP_SM,PCP_LR,PCP_Z1,PCP_Z2,PCP_Z3,PCP_Z4,PCP_Z5 
0.25,0.188,0.562,0.188,0.25,0.25,0.0,0.062,0.188,0.25,0.562,0.25,0.375,0.312,0.0,0.0,0.5,0.312,0.188,0.25,0.562,0.125,0.0,0.312,0.688,0.929,0.351,-0.836,-0.499,-0.131
0.125,0.062,0.812,0.438,0.312,0.312,0.0,0.0,0.062,0.125,0.812,0.375,0.188,0.5,0.312,0.0,0.375,0.312,0.312,0.312,0.312,0.375,0.312,0.625,0.375,0.832,-0.794,-0.402,-0.752,0.227
0.125,0.5,0.375,0.062,0.25,0.25,0.0,0.062,0.5,0.125,0.375,0.25,0.188,0.5,0.0,0.0,0.188,0.312,0.5,0.25,0.625,0.125,0.0,0.75,0.25,1.618,0.194,0.405,-1.211,0.14
0.125,0.0,0.875,0.375,0.438,0.438,0.188,0.125,0.0,0.125,0.875,0.562,0.375,0.25,0.188,0.062,0.188,0.438,0.375,0.312,0.312,0.5,0.25,0.688,0.312,-0.041,-0.447,0.11,-0.142,-0.002
0.312,0.125,0.562,0.125,0.25,0.25,0.062,0.062,0.125,0.312,0.562,0.312,0.562,0.188,0.062,0.0,0.438,0.25,0.312,0.188,0.5,0.375,0.062,0.5,0.5,1.159,0.47,-0.048,0.199,-0.111
0.25,0.125,0.625,0.312,0.25,0.25,0.0,0.062,0.125,0.25,0.625,0.188,0.312,0.5,0.25,0.0,0.312,0.188,0.5,0.25,0.188,0.5,0.375,0.688,0.312,1.817,-0.262,0.295,-0.037,0.041
0.25,0.062,0.688,0.312,0.25,0.188,0.0,0.062,0.062,0.25,0.688,0.25,0.375,0.312,0.062,0.062,0.562,0.188,0.25,0.188,0.438,0.375,0.062,0.25,0.75,0.623,0.55,-0.305,0.163,-0.021
0.125,0.125,0.75,0.188,0.5,0.25,0.0,0.312,0.125,0.125,0.75,0.562,0.188,0.188,0.062,0.062,0.375,0.438,0.188,0.562,0.188,0.25,0.188,0.375,0.625,-0.751,0.413,0.562,-0.018,-0.244
0.188,0.25,0.562,0.5,0.0,0.0,0.0,0.062,0.25,0.188,0.562,0.25,0.25,0.625,0.312,0.062,0.375,0.312,0.312,0.062,0.438,0.438,0.188,0.562,0.438,2.037,0.121,0.037,-0.816,-0.231
0.312,0.188,0.5,0.125,0.312,0.25,0.0,0.125,0.188,0.312,0.5,0.25,0.375,0.25,0.0,0.062,0.5,0.25,0.25,0.25,0.438,0.25,0.125,0.438,0.562,1.01,0.241,-0.419,0.038,-0.159
0.312,0.188,0.5,0.125,0.25,0.188,0.0,0.125,0.188,0.312,0.5,0.312,0.438,0.188,0.0,0.062,0.375,0.375,0.25,0.312,0.438,0.188,0.062,0.375,0.625,0.87,0.634,-0.118,0.046,-0.349
0.25,0.312,0.438,0.188,0.188,0.188,0.0,0.125,0.312,0.25,0.438,0.188,0.312,0.375,0.0,0.0,0.438,0.25,0.312,0.188,0.5,0.25,0.062,0.438,0.562,1.454,0.724,-0.003,-0.365,0.045
0.062,0.062,0.875,0.188,0.562,0.5,0.0,0.125,0.062,0.062,0.875,0.562,0.188,0.125,0.062,0.062,0.125,0.625,0.25,0.5,0.188,0.312,0.062,0.688,0.312,-0.938,-0.656,-0.359,-0.439,-0.344
0.188,0.375,0.438,0.125,0.188,0.188,0.0,0.062,0.375,0.188,0.438,0.125,0.312,0.5,0.0,0.0,0.5,0.188,0.312,0.188,0.625,0.188,0.062,0.438,0.562,1.863,0.283,-0.013,-0.869,-0.216
0.125,0.125,0.75,0.125,0.25,0.188,0.0,0.125,0.125,0.125,0.75,0.25,0.5,0.188,0.062,0.0,0.188,0.312,0.5,0.25,0.562,0.188,0.062,0.625,0.375,1.044,0.628,0.23,-0.648,-0.622
0.062,0.125,0.812,0.188,0.562,0.562,0.062,0.062,0.125,0.062,0.812,0.625,0.188,0.25,0.125,0.0,0.5,0.25,0.25,0.5,0.25,0.312,0.25,0.562,0.438,-0.441,-0.688,-0.031,-0.571,0.402
0.125,0.125,0.75,0.062,0.625,0.562,0.125,0.0,0.125,0.125,0.75,0.688,0.312,0.188,0.062,0.062,0.5,0.25,0.25,0.438,0.312,0.312,0.125,0.562,0.438,-0.402,-0.553,-0.245,-0.196,0.371
0.062,0.062,0.875,0.312,0.438,0.375,0.0,0.062,0.062,0.062,0.875,0.625,0.188,0.25,0.188,0.125,0.188,0.562,0.25,0.438,0.188,0.375,0.188,0.688,0.312,-0.214,-0.779,0.022,-0.461,-0.366
0.25,0.125,0.625,0.375,0.188,0.188,0.062,0.062,0.125,0.25,0.625,0.375,0.375,0.25,0.062,0.188,0.438,0.312,0.25,0.312,0.438,0.25,0.25,0.5,0.5,1.019,0.139,0.295,-0.05,-0.365
0.25,0.188,0.562,0.188,0.312,0.25,0.062,0.062,0.188,0.25,0.562,0.375,0.375,0.25,0.0,0.188,0.438,0.25,0.312,0.312,0.375,0.312,0.188,0.438,0.562,0.836,0.193,0.415,0.177,-0.317
0.125,0.062,0.812,0.375,0.375,0.312,0.062,0.25,0.062,0.125,0.812,0.375,0.25,0.25,0.062,0.062,0.375,0.438,0.188,0.25,0.312,0.5,0.125,0.375,0.625,-0.34,0.131,-0.132,-0.091,-0.306
0.312,0.25,0.438,0.125,0.25,0.125,0.0,0.0,0.25,0.312,0.438,0.188,0.375,0.438,0.0,0.125,0.688,0.062,0.25,0.125,0.5,0.312,0.062,0.25,0.75,1.651,0.501,-0.239,0.161,-0.06
0.188,0.25,0.562,0.312,0.188,0.188,0.0,0.125,0.25,0.188,0.562,0.188,0.25,0.438,0.0,0.062,0.562,0.25,0.188,0.25,0.5,0.25,0.188,0.375,0.625,1.409,0.207,0.111,-0.479,-0.281
0.062,0.125,0.812,0.312,0.438,0.438,0.062,0.125,0.125,0.062,0.812,0.438,0.188,0.375,0.125,0.0,0.438,0.25,0.312,0.375,0.312,0.375,0.312,0.625,0.375,0.416,-0.488,0.221,-0.561,0.207
0.188,0.125,0.688,0.438,0.125,0.125,0.125,0.125,0.125,0.188,0.688,0.25,0.438,0.375,0.125,0.062,0.375,0.25,0.375,0.062,0.5,0.5,0.125,0.5,0.5,1.296,0.771,0.395,-0.117,-0.169
0.25,0.125,0.625,0.125,0.375,0.312,0.0,0.125,0.125,0.25,0.625,0.375,0.375,0.188,0.062,0.0,0.375,0.312,0.312,0.375,0.375,0.25,0.125,0.438,0.562,0.3,0.273,-0.108,-0.04,0.019
0.188,0.375,0.438,0.062,0.25,0.25,0.0,0.062,0.375,0.188,0.438,0.188,0.312,0.438,0.0,0.0,0.562,0.188,0.25,0.25,0.625,0.125,0.125,0.438,0.562,1.703,-0.001,-0.184,-0.981,-0.225
0.188,0.188,0.625,0.25,0.25,0.25,0.0,0.062,0.188,0.188,0.625,0.25,0.312,0.375,0.0,0.0,0.5,0.25,0.25,0.25,0.562,0.188,0.062,0.438,0.562,1.142,0.298,-0.264,-0.477,0.034
0.062,0.188,0.75,0.312,0.375,0.375,0.125,0.125,0.188,0.062,0.75,0.438,0.25,0.438,0.188,0.0,0.312,0.25,0.438,0.25,0.375,0.5,0.312,0.75,0.25,0.928,-0.334,0.666,-0.58,0.261
0.125,0.188,0.688,0.125,0.5,0.438,0.0,0.062,0.188,0.125,0.688,0.562,0.188,0.188,0.0,0.125,0.375,0.438,0.188,0.5,0.312,0.188,0.188,0.562,0.438,-0.046,-0.556,0.021,-0.379,-0.125
0.312,0.125,0.562,0.312,0.188,0.062,0.0,0.125,0.125,0.312,0.562,0.312,0.375,0.312,0.188,0.125,0.438,0.312,0.25,0.188,0.312,0.375,0.188,0.375,0.625,1.06,0.624,-0.262,0.296,-0.389
0.188,0.125,0.688,0.062,0.625,0.562,0.0,0.0,0.125,0.188,0.688,0.438,0.188,0.375,0.0,0.062,0.562,0.25,0.188,0.562,0.188,0.188,0.312,0.562,0.438,0.616,-1.261,-0.503,-0.114,0.036
0.0,0.0,1.0,0.25,0.75,0.5,0.0,0.312,0.0,0.0,1.0,0.812,0.0,0.062,0.062,0.125,0.188,0.812,0.0,0.625,0.0,0.375,0.062,0.375,0.625,-2.675,-0.593,-0.466,-0.152,-0.376
0.188,0.125,0.688,0.375,0.188,0.188,0.0,0.0,0.125,0.188,0.688,0.438,0.312,0.562,0.375,0.0,0.312,0.375,0.312,0.188,0.375,0.438,0.188,0.688,0.312,1.549,-0.745,-0.376,-0.713,-0.135
0.062,0.375,0.562,0.0,0.375,0.25,0.0,0.0,0.375,0.062,0.562,0.312,0.25,0.438,0.0,0.125,0.438,0.188,0.375,0.25,0.625,0.125,0.062,0.5,0.5,1.195,-0.179,0.035,-1.158,-0.384
0.125,0.125,0.75,0.312,0.375,0.188,0.0,0.312,0.125,0.125,0.75,0.438,0.188,0.25,0.062,0.062,0.25,0.562,0.188,0.438,0.312,0.188,0.125,0.312,0.688,-0.466,0.785,-0.098,-0.047,-0.533
0.062,0.312,0.625,0.125,0.438,0.25,0.062,0.188,0.312,0.062,0.625,0.438,0.188,0.375,0.062,0.062,0.312,0.312,0.375,0.312,0.438,0.312,0.062,0.438,0.562,-0.011,0.407,0.509,-0.672,0.018
0.062,0.0,0.938,0.312,0.625,0.5,0.062,0.188,0.0,0.062,0.938,0.75,0.125,0.125,0.125,0.125,0.375,0.438,0.188,0.688,0.062,0.312,0.25,0.375,0.625,-1.974,-0.488,0.229,-0.124,-0.009
0.062,0.062,0.875,0.375,0.438,0.375,0.0,0.188,0.062,0.062,0.875,0.5,0.125,0.25,0.062,0.062,0.438,0.438,0.125,0.375,0.312,0.312,0.125,0.438,0.562,-0.611,-0.224,-0.428,-0.484,-0.085
0.125,0.125,0.75,0.312,0.312,0.25,0.0,0.188,0.125,0.125,0.75,0.375,0.25,0.25,0.125,0.062,0.25,0.438,0.312,0.375,0.375,0.25,0.188,0.375,0.625,-0.116,0.171,0.014,-0.628,-0.334
0.312,0.312,0.375,0.125,0.188,0.125,0.0,0.062,0.312,0.312,0.375,0.125,0.375,0.438,0.0,0.062,0.562,0.125,0.312,0.125,0.562,0.25,0.062,0.375,0.625,1.879,0.571,-0.192,-0.179,-0.089
0.125,0.25,0.625,0.375,0.188,0.188,0.0,0.312,0.25,0.125,0.625,0.188,0.188,0.312,0.0,0.062,0.188,0.5,0.312,0.25,0.375,0.375,0.125,0.438,0.562,0.411,0.601,0.466,-0.519,-0.584
0.25,0.125,0.625,0.188,0.375,0.312,0.0,0.062,0.125,0.25,0.625,0.375,0.312,0.312,0.125,0.062,0.438,0.375,0.188,0.312,0.25,0.312,0.125,0.5,0.5,0.657,-0.354,-0.83,-0.184,-0.293
0.25,0.25,0.5,0.188,0.25,0.25,0.062,0.125,0.25,0.25,0.5,0.25,0.375,0.312,0.0,0.0,0.5,0.25,0.25,0.188,0.562,0.312,0.0,0.312,0.688,0.687,0.604,-0.204,-0.271,0.062
0.375,0.125,0.5,0.188,0.25,0.188,0.0,0.062,0.125,0.375,0.5,0.375,0.438,0.188,0.062,0.125,0.5,0.375,0.125,0.25,0.438,0.25,0.062,0.375,0.625,0.776,0.136,-0.728,0.21,-0.327
0.125,0.125,0.75,0.125,0.562,0.438,0.0,0.125,0.125,0.125,0.75,0.5,0.188,0.25,0.0,0.062,0.438,0.312,0.25,0.5,0.25,0.188,0.125,0.5,0.5,-0.315,-0.144,-0.308,-0.066,-0.064
0.062,0.125,0.812,0.562,0.188,0.125,0.0,0.25,0.125,0.062,0.812,0.312,0.125,0.375,0.188,0.125,0.312,0.438,0.25,0.188,0.312,0.5,0.188,0.375,0.625,-0.039,0.295,0.176,-0.626,-0.476
0.062,0.188,0.75,0.312,0.375,0.25,0.0,0.125,0.188,0.062,0.75,0.562,0.125,0.375,0.188,0.125,0.312,0.438,0.25,0.375,0.312,0.312,0.125,0.5,0.5,-0.219,-0.33,0.041,-0.773,-0.249
0.188,0.438,0.375,0.25,0.062,0.062,0.0,0.0,0.438,0.188,0.375,0.125,0.25,0.688,0.062,0.0,0.562,0.125,0.312,0.062,0.75,0.188,0.0,0.375,0.625,2.352,0.531,-0.043,-1.071,0.186
0.062,0.0,0.938,0.5,0.375,0.375,0.125,0.062,0.0,0.062,0.938,0.438,0.25,0.438,0.375,0.0,0.25,0.25,0.5,0.25,0.25,0.625,0.375,0.688,0.312,0.224,-0.529,0.279,-0.507,0.438
0.062,0.0,0.938,0.375,0.562,0.5,0.0,0.125,0.0,0.062,0.938,0.812,0.062,0.062,0.062,0.25,0.188,0.75,0.062,0.812,0.0,0.188,0.375,0.688,0.312,-1.214,-1.248,0.465,-0.134,-0.602
0.25,0.062,0.688,0.125,0.5,0.312,0.062,0.062,0.062,0.25,0.688,0.375,0.375,0.25,0.0,0.188,0.625,0.125,0.25,0.25,0.25,0.312,0.188,0.375,0.625,0.687,0.084,-0.691,0.398,-0.236
0.062,0.0,0.938,0.25,0.688,0.312,0.0,0.312,0.0,0.062,0.938,0.75,0.062,0.0,0.0,0.312,0.312,0.688,0.0,0.5,0.062,0.438,0.062,0.188,0.812,-2.574,-0.058,-0.106,0.401,-0.698
0.25,0.25,0.5,0.062,0.312,0.312,0.0,0.0,0.25,0.25,0.5,0.312,0.375,0.375,0.062,0.0,0.438,0.25,0.312,0.312,0.625,0.062,0.125,0.562,0.438,1.463,-0.399,-0.574,-0.769,-0.015
0.25,0.25,0.5,0.188,0.188,0.188,0.125,0.062,0.25,0.25,0.5,0.188,0.5,0.375,0.062,0.0,0.5,0.062,0.438,0.062,0.688,0.375,0.125,0.5,0.5,1.77,0.712,0.355,-0.247,0.234
0.188,0.062,0.75,0.25,0.438,0.375,0.062,0.125,0.062,0.188,0.75,0.438,0.312,0.188,0.062,0.062,0.5,0.25,0.25,0.312,0.312,0.438,0.125,0.375,0.625,-0.374,0.151,-0.109,0.15,0.141
0.062,0.062,0.875,0.25,0.562,0.438,0.0,0.125,0.062,0.062,0.875,0.625,0.125,0.188,0.125,0.125,0.312,0.5,0.188,0.562,0.188,0.25,0.188,0.438,0.562,-1.228,-0.679,-0.288,-0.528,-0.237
0.188,0.062,0.75,0.375,0.25,0.25,0.062,0.062,0.062,0.188,0.75,0.312,0.375,0.375,0.125,0.0,0.5,0.25,0.25,0.188,0.5,0.375,0.125,0.438,0.562,0.899,0.16,-0.292,-0.251,0.084
0.062,0.188,0.75,0.188,0.5,0.375,0.0,0.188,0.188,0.062,0.75,0.438,0.125,0.375,0.125,0.0,0.188,0.438,0.375,0.5,0.312,0.188,0.188,0.438,0.562,-0.393,-0.274,-0.041,-0.887,-0.012
0.0,0.062,0.938,0.188,0.688,0.5,0.0,0.188,0.062,0.0,0.938,0.75,0.062,0.125,0.062,0.125,0.312,0.562,0.125,0.688,0.125,0.188,0.125,0.25,0.75,-2.214,-0.514,-0.252,-0.544,-0.249
0.188,0.188,0.625,0.188,0.312,0.125,0.0,0.25,0.188,0.188,0.625,0.375,0.312,0.188,0.0,0.125,0.375,0.438,0.188,0.312,0.375,0.312,0.062,0.375,0.625,0.167,0.817,0.339,0.183,-0.706
0.125,0.188,0.688,0.062,0.562,0.438,0.0,0.188,0.188,0.125,0.688,0.562,0.188,0.188,0.0,0.0,0.312,0.5,0.188,0.562,0.25,0.188,0.0,0.438,0.562,-0.921,-0.058,-0.187,-0.367,-0.064
0.312,0.312,0.375,0.125,0.188,0.188,0.0,0.062,0.312,0.312,0.375,0.25,0.375,0.375,0.062,0.0,0.625,0.25,0.125,0.188,0.562,0.188,0.062,0.312,0.688,1.519,0.268,-0.72,-0.541,-0.084
0.312,0.188,0.5,0.125,0.312,0.25,0.0,0.125,0.188,0.312,0.5,0.312,0.375,0.25,0.0,0.062,0.5,0.25,0.25,0.375,0.375,0.25,0.25,0.5,0.5,1.258,0.171,0.363,0.274,-0.126
0.188,0.125,0.688,0.375,0.25,0.188,0.062,0.062,0.125,0.188,0.688,0.312,0.312,0.438,0.312,0.062,0.312,0.25,0.438,0.125,0.312,0.562,0.25,0.562,0.438,0.95,-0.012,0.006,-0.331,0.074
0.125,0.062,0.812,0.438,0.312,0.25,0.062,0.312,0.062,0.125,0.812,0.375,0.25,0.25,0.125,0.0,0.25,0.5,0.25,0.25,0.25,0.562,0.062,0.312,0.688,-0.703,0.682,0.112,-0.062,-0.181
0.188,0.125,0.688,0.312,0.312,0.312,0.062,0.0,0.125,0.188,0.688,0.312,0.312,0.438,0.312,0.0,0.312,0.188,0.5,0.25,0.312,0.375,0.375,0.625,0.375,1.227,-0.3,-0.212,-0.631,0.376
0.375,0.125,0.5,0.125,0.25,0.25,0.0,0.062,0.125,0.375,0.5,0.312,0.5,0.188,0.062,0.0,0.5,0.375,0.125,0.25,0.375,0.312,0.0,0.312,0.688,0.817,0.338,-0.814,0.218,-0.274
0.125,0.25,0.625,0.188,0.375,0.125,0.0,0.188,0.25,0.125,0.625,0.5,0.188,0.312,0.062,0.188,0.5,0.375,0.125,0.312,0.375,0.312,0.125,0.375,0.625,0.23,0.203,0.347,-0.288,-0.478
0.125,0.125,0.75,0.062,0.625,0.375,0.0,0.25,0.125,0.125,0.75,0.625,0.188,0.125,0.0,0.062,0.375,0.5,0.125,0.562,0.188,0.125,0.062,0.375,0.625,-1.062,0.536,-0.543,0.336,-0.396
0.125,0.312,0.562,0.188,0.25,0.188,0.0,0.125,0.312,0.125,0.562,0.25,0.25,0.438,0.062,0.0,0.5,0.25,0.25,0.25,0.562,0.188,0.125,0.438,0.562,1.232,0.266,0.004,-0.97,-0.161
0.188,0.0,0.812,0.188,0.5,0.312,0.0,0.125,0.0,0.188,0.812,0.562,0.312,0.062,0.062,0.188,0.438,0.438,0.125,0.312,0.125,0.562,0.062,0.438,0.562,-0.674,-0.053,-0.108,0.644,-0.483
0.062,0.312,0.625,0.0,0.562,0.562,0.0,0.0,0.312,0.062,0.625,0.438,0.125,0.438,0.0,0.0,0.312,0.25,0.438,0.562,0.438,0.0,0.312,0.875,0.125,1.177,-1.197,0.157,-1.125,0.282
0.188,0.25,0.562,0.125,0.438,0.438,0.062,0.0,0.25,0.188,0.562,0.375,0.25,0.438,0.062,0.0,0.438,0.25,0.312,0.375,0.375,0.25,0.188,0.5,0.5,0.903,-0.415,-0.208,-0.474,0.359
0.312,0.125,0.562,0.188,0.25,0.25,0.062,0.062,0.125,0.312,0.562,0.188,0.5,0.312,0.0,0.062,0.438,0.188,0.375,0.25,0.438,0.375,0.188,0.5,0.5,1.579,0.244,0.386,0.399,-0.268
0.312,0.25,0.438,0.188,0.188,0.188,0.0,0.062,0.25,0.312,0.438,0.25,0.375,0.312,0.062,0.062,0.375,0.312,0.312,0.25,0.438,0.312,0.125,0.438,0.562,1.276,0.369,0.178,-0.037,-0.104
0.0,0.188,0.812,0.188,0.562,0.25,0.0,0.25,0.188,0.0,0.812,0.625,0.062,0.25,0.062,0.188,0.25,0.5,0.25,0.5,0.25,0.25,0.125,0.375,0.625,-1.138,0.089,0.484,-0.502,-0.393
0.062,0.062,0.875,0.188,0.5,0.375,0.0,0.25,0.062,0.062,0.875,0.5,0.25,0.062,0.0,0.062,0.312,0.438,0.25,0.438,0.25,0.312,0.062,0.438,0.562,-1.03,0.303,0.06,-0.221,-0.425
0.188,0.312,0.5,0.25,0.125,0.125,0.0,0.062,0.312,0.188,0.5,0.125,0.312,0.5,0.0,0.062,0.5,0.188,0.312,0.188,0.625,0.125,0.125,0.438,0.562,2.058,0.393,-0.003,-0.818,-0.34
0.062,0.062,0.875,0.188,0.625,0.312,0.0,0.375,0.062,0.062,0.875,0.688,0.125,0.062,0.0,0.125,0.25,0.688,0.062,0.625,0.188,0.188,0.062,0.188,0.812,-2.129,0.274,-0.028,-0.152,-0.562
0.062,0.188,0.75,0.188,0.438,0.375,0.0,0.125,0.188,0.062,0.75,0.5,0.188,0.25,0.062,0.062,0.188,0.562,0.25,0.375,0.375,0.25,0.0,0.625,0.375,-0.285,-0.388,-0.366,-0.831,-0.364
0.0,0.0,1.0,0.125,0.75,0.5,0.0,0.312,0.0,0.0,1.0,0.75,0.125,0.062,0.062,0.0,0.062,0.75,0.188,0.75,0.125,0.125,0.062,0.25,0.75,-2.571,-0.122,-0.337,-0.506,-0.258
0.125,0.188,0.688,0.25,0.375,0.375,0.062,0.0,0.188,0.125,0.688,0.438,0.25,0.438,0.062,0.0,0.562,0.25,0.188,0.312,0.562,0.188,0.062,0.375,0.625,0.496,-0.264,-0.558,-0.779,0.329
0.312,0.312,0.375,0.125,0.188,0.188,0.0,0.062,0.312,0.312,0.375,0.188,0.375,0.375,0.0,0.062,0.5,0.188,0.312,0.25,0.5,0.188,0.188,0.438,0.562,1.934,0.361,0.127,-0.214,-0.136
0.125,0.125,0.75,0.312,0.188,0.188,0.0,0.25,0.125,0.125,0.75,0.125,0.375,0.25,0.0,0.0,0.25,0.375,0.375,0.188,0.5,0.312,0.062,0.438,0.562,0.701,0.771,0.071,-0.525,-0.681
0.375,0.125,0.5,0.062,0.375,0.312,0.062,0.125,0.125,0.375,0.5,0.312,0.5,0.188,0.0,0.0,0.5,0.25,0.25,0.312,0.25,0.188,0.062,0.25,0.75,0.727,0.943,-1.004,0.51,-0.122
0.188,0.25,0.562,0.188,0.312,0.312,0.0,0.188,0.25,0.188,0.562,0.25,0.25,0.312,0.0,0.0,0.312,0.375,0.312,0.312,0.438,0.25,0.062,0.375,0.625,0.308,0.266,-0.175,-0.54,-0.147
0.062,0.438,0.5,0.25,0.188,0.188,0.0,0.188,0.438,0.062,0.5,0.188,0.125,0.5,0.0,0.062,0.375,0.312,0.312,0.25,0.562,0.188,0.188,0.5,0.5,1.415,0.186,0.52,-1.294,-0.388
0.125,0.25,0.625,0.188,0.312,0.125,0.0,0.25,0.25,0.125,0.625,0.312,0.25,0.312,0.0,0.062,0.375,0.312,0.312,0.25,0.5,0.25,0.062,0.438,0.562,0.541,1.076,0.354,-0.047,-0.374
0.375,0.062,0.562,0.188,0.312,0.188,0.062,0.125,0.062,0.375,0.562,0.312,0.5,0.125,0.0,0.188,0.562,0.25,0.188,0.188,0.25,0.438,0.125,0.312,0.688,0.738,0.657,-0.336,0.89,-0.489
0.25,0.188,0.562,0.188,0.312,0.25,0.125,0.062,0.188,0.25,0.562,0.312,0.438,0.375,0.062,0.062,0.562,0.125,0.312,0.125,0.5,0.438,0.125,0.438,0.562,1.255,0.316,0.016,0.076,0.106
0.188,0.188,0.625,0.188,0.25,0.25,0.0,0.062,0.188,0.188,0.625,0.375,0.375,0.25,0.062,0.062,0.375,0.375,0.25,0.312,0.5,0.188,0.125,0.562,0.438,1.039,-0.044,-0.066,-0.564,-0.429
0.125,0.188,0.688,0.125,0.25,0.25,0.0,0.062,0.188,0.125,0.688,0.25,0.438,0.25,0.062,0.0,0.188,0.25,0.562,0.25,0.5,0.25,0.125,0.688,0.312,1.366,0.484,0.546,-0.584,-0.289
0.312,0.062,0.625,0.25,0.25,0.25,0.062,0.062,0.062,0.312,0.625,0.188,0.5,0.375,0.125,0.0,0.438,0.125,0.438,0.188,0.312,0.5,0.25,0.562,0.438,1.782,0.249,0.233,0.475,-0.018
0.125,0.062,0.812,0.312,0.438,0.375,0.062,0.188,0.062,0.125,0.812,0.5,0.25,0.188,0.125,0.062,0.188,0.5,0.312,0.438,0.188,0.375,0.25,0.625,0.375,-0.242,0.019,0.206,0.023,-0.205
0.25,0.188,0.562,0.25,0.25,0.188,0.0,0.125,0.188,0.25,0.562,0.375,0.312,0.312,0.125,0.062,0.312,0.438,0.25,0.312,0.375,0.25,0.125,0.438,0.562,0.721,0.208,-0.198,-0.304,-0.237
0.062,0.25,0.688,0.188,0.25,0.25,0.0,0.0,0.25,0.062,0.688,0.375,0.312,0.438,0.188,0.0,0.312,0.312,0.375,0.25,0.562,0.188,0.125,0.688,0.312,1.429,-0.355,-0.126,-1.355,-0.296
0.188,0.062,0.75,0.312,0.312,0.312,0.0,0.062,0.062,0.188,0.75,0.375,0.312,0.25,0.125,0.125,0.188,0.438,0.375,0.438,0.25,0.312,0.312,0.625,0.375,0.645,-0.43,0.378,-0.128,-0.457
0.0,0.0,1.0,0.188,0.625,0.5,0.0,0.0,0.0,0.0,1.0,0.812,0.188,0.188,0.188,0.125,0.188,0.625,0.188,0.5,0.188,0.312,0.062,0.625,0.375,-1.087,-1.205,-0.635,-0.625,-0.357
0.188,0.188,0.625,0.25,0.188,0.188,0.062,0.062,0.188,0.188,0.625,0.25,0.438,0.312,0.0,0.062,0.438,0.25,0.312,0.188,0.625,0.25,0.062,0.5,0.5,1.346,0.491,0.18,-0.385,-0.308
0.125,0.25,0.625,0.0,0.375,0.375,0.0,0.0,0.25,0.125,0.625,0.25,0.375,0.375,0.0,0.0,0.25,0.25,0.5,0.375,0.562,0.0,0.125,0.625,0.375,1.458,-0.288,-0.248,-1.071,-0.349
0.125,0.25,0.625,0.375,0.188,0.188,0.0,0.125,0.25,0.125,0.625,0.25,0.188,0.438,0.062,0.062,0.438,0.25,0.312,0.25,0.5,0.25,0.25,0.562,0.438,1.4,0.211,0.437,-0.695,-0.014
0.062,0.438,0.5,0.0,0.438,0.312,0.0,0.0,0.438,0.062,0.5,0.375,0.125,0.5,0.0,0.125,0.562,0.188,0.25,0.312,0.562,0.125,0.125,0.438,0.562,1.023,-0.51,-0.064,-1.213,-0.117
0.25,0.188,0.562,0.25,0.25,0.25,0.0,0.125,0.188,0.25,0.562,0.25,0.312,0.375,0.062,0.0,0.5,0.312,0.188,0.25,0.375,0.375,0.125,0.438,0.562,1.093,0.084,-0.174,-0.118,-0.161
0.188,0.125,0.688,0.312,0.312,0.25,0.062,0.25,0.125,0.188,0.688,0.375,0.312,0.188,0.062,0.062,0.312,0.438,0.25,0.312,0.375,0.375,0.125,0.375,0.625,-0.24,0.479,0.153,-0.127,-0.271
0.188,0.062,0.75,0.125,0.5,0.375,0.0,0.125,0.062,0.188,0.75,0.5,0.312,0.062,0.0,0.125,0.312,0.5,0.188,0.375,0.25,0.375,0.0,0.438,0.562,-0.726,-0.039,-0.359,0.213,-0.403
0.188,0.062,0.75,0.438,0.312,0.312,0.062,0.188,0.062,0.188,0.75,0.375,0.25,0.375,0.25,0.0,0.25,0.438,0.312,0.25,0.125,0.688,0.25,0.625,0.375,0.344,-0.237,0.236,0.106,0.002
0.125,0.25,0.625,0.312,0.25,0.25,0.0,0.125,0.25,0.125,0.625,0.188,0.188,0.5,0.062,0.0,0.438,0.25,0.312,0.25,0.438,0.312,0.188,0.5,0.5,1.256,0.066,0.138,-0.688,-0.031
0.062,0.188,0.75,0.312,0.375,0.312,0.0,0.0,0.188,0.062,0.75,0.25,0.125,0.688,0.188,0.062,0.438,0.062,0.5,0.312,0.438,0.25,0.375,0.625,0.375,1.544,-0.919,0.079,-0.995,0.139
0.125,0.125,0.75,0.312,0.375,0.312,0.0,0.188,0.125,0.125,0.75,0.438,0.188,0.312,0.125,0.0,0.375,0.438,0.188,0.375,0.375,0.25,0.125,0.438,0.562,-0.175,-0.123,-0.456,-0.665,-0.048
0.25,0.188,0.562,0.312,0.188,0.188,0.062,0.125,0.188,0.25,0.562,0.312,0.375,0.375,0.125,0.0,0.5,0.25,0.25,0.125,0.438,0.438,0.062,0.438,0.562,1.084,0.544,-0.159,-0.136,0.064
0.125,0.062,0.812,0.312,0.438,0.438,0.0,0.062,0.062,0.125,0.812,0.562,0.188,0.312,0.188,0.0,0.438,0.375,0.188,0.438,0.25,0.312,0.25,0.562,0.438,0.06,-0.716,-0.376,-0.469,0.24
